sistema,evento_id,motivo_rechazo,detalle,usuario_llave_origen,estacion_id,fecha_original,registro_crudo,archivo_origen,ingerido_en
CDC,20017,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 06:46:00,"{""secuencia"":20017,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 06:46:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 1"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20018,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 22:25:00,"{""secuencia"":20018,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 22:25:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Santa Catarina Pinula"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20019,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 08:57:00,"{""secuencia"":20019,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 08:57:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Villa Nueva"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20026,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 01:20:00,"{""secuencia"":20026,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 01:20:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 11"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20047,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 22:15:00,"{""secuencia"":20047,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 22:15:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 9"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20054,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 15:52:00,"{""secuencia"":20054,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 15:52:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 18"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20055,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 11:53:00,"{""secuencia"":20055,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 11:53:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 7"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20060,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 06:12:00,"{""secuencia"":20060,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 06:12:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 18"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20071,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 19:47:00,"{""secuencia"":20071,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 19:47:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 18"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20075,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 16:40:00,"{""secuencia"":20075,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 16:40:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""San Miguel Petapa"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20091,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 07:49:00,"{""secuencia"":20091,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 07:49:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""San Miguel Petapa"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,2010,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-03 08:06:00,"{""secuencia"":2010,""operacion"":""DELETE"",""ts_operacion"":""2026-06-03 08:06:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20119,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 03:09:00,"{""secuencia"":20119,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 03:09:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Mixco"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20124,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 00:28:00,"{""secuencia"":20124,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 00:28:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 6"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20153,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 22:55:00,"{""secuencia"":20153,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 22:55:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 7"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20160,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 05:24:00,"{""secuencia"":20160,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 05:24:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 18"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20163,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 20:47:00,"{""secuencia"":20163,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 20:47:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20174,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 04:30:00,"{""secuencia"":20174,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 04:30:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 10"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20181,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 22:03:00,"{""secuencia"":20181,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 22:03:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 7"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,202,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-01 03:34:00,"{""secuencia"":202,""operacion"":""INSERT"",""ts_operacion"":""2026-06-01 03:34:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 12"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20205,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 05:39:00,"{""secuencia"":20205,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 05:39:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Mixco"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20212,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 12:31:00,"{""secuencia"":20212,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 12:31:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Villa Nueva"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20216,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 14:16:00,"{""secuencia"":20216,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 14:16:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 10"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20220,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 20:00:00,"{""secuencia"":20220,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 20:00:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Santa Catarina Pinula"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,2024,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-03 07:58:00,"{""secuencia"":2024,""operacion"":""DELETE"",""ts_operacion"":""2026-06-03 07:58:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20244,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 02:26:00,"{""secuencia"":20244,""operacion"":""INSERT"",""ts_operacion"":""2026-06-30 02:26:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 13"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20276,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 14:30:00,"{""secuencia"":20276,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 14:30:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 17"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20284,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 20:44:00,"{""secuencia"":20284,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 20:44:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""San Miguel Petapa"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20302,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 17:40:00,"{""secuencia"":20302,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 17:40:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 10"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20323,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 17:20:00,"{""secuencia"":20323,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 17:20:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 7"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20331,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 16:37:00,"{""secuencia"":20331,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 16:37:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 7"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20349,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 09:15:00,"{""secuencia"":20349,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 09:15:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20355,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 23:21:00,"{""secuencia"":20355,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 23:21:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 12"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20361,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 03:48:00,"{""secuencia"":20361,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 03:48:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 6"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20375,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 19:43:00,"{""secuencia"":20375,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 19:43:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Santa Catarina Pinula"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20387,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 21:51:00,"{""secuencia"":20387,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 21:51:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20390,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 08:40:00,"{""secuencia"":20390,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 08:40:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 12"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,2043,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-03 01:59:00,"{""secuencia"":2043,""operacion"":""DELETE"",""ts_operacion"":""2026-06-03 01:59:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20441,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 13:52:00,"{""secuencia"":20441,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 13:52:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 9"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20443,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 03:10:00,"{""secuencia"":20443,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 03:10:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 12"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20459,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 14:44:00,"{""secuencia"":20459,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 14:44:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 1"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20463,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 05:00:00,"{""secuencia"":20463,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 05:00:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 18"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,2051,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-03 07:41:00,"{""secuencia"":2051,""operacion"":""DELETE"",""ts_operacion"":""2026-06-03 07:41:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20524,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 23:55:00,"{""secuencia"":20524,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 23:55:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""adulto_mayor"",""zona_residencia_origen"":""Zona 13"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20536,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 06:58:00,"{""secuencia"":20536,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 06:58:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20545,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 00:50:00,"{""secuencia"":20545,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 00:50:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Mixco"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20546,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 14:51:00,"{""secuencia"":20546,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 14:51:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Villa Nueva"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20576,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 06:57:00,"{""secuencia"":20576,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 06:57:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 1"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20597,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 23:53:00,"{""secuencia"":20597,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 23:53:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""general"",""zona_residencia_origen"":""Zona 6"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,206,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-01 06:12:00,"{""secuencia"":206,""operacion"":""INSERT"",""ts_operacion"":""2026-06-01 06:12:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 12"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20610,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 16:00:00,"{""secuencia"":20610,""operacion"":""UPDATE"",""ts_operacion"":""2026-06-30 16:00:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Zona 13"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20617,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 06:47:00,"{""secuencia"":20617,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 06:47:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20626,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 14:34:00,"{""secuencia"":20626,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 14:34:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20644,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 22:57:00,"{""secuencia"":20644,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 22:57:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20649,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 07:25:00,"{""secuencia"":20649,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 07:25:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20667,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 07:49:00,"{""secuencia"":20667,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 07:49:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20681,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 17:08:00,"{""secuencia"":20681,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 17:08:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20689,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-30 23:18:00,"{""secuencia"":20689,""operacion"":""DELETE"",""ts_operacion"":""2026-06-30 23:18:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":null,""zona_residencia_origen"":null,""estado"":null}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20709,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-07-01 04:59:00,"{""secuencia"":20709,""operacion"":""INSERT"",""ts_operacion"":""2026-07-01 04:59:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 1"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20738,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-07-01 18:22:00,"{""secuencia"":20738,""operacion"":""INSERT"",""ts_operacion"":""2026-07-01 18:22:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""estudiante"",""zona_residencia_origen"":""Villa Nueva"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,2074,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-06-04 04:02:00,"{""secuencia"":2074,""operacion"":""INSERT"",""ts_operacion"":""2026-06-04 04:02:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 9"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20741,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-07-01 16:22:00,"{""secuencia"":20741,""operacion"":""INSERT"",""ts_operacion"":""2026-07-01 16:22:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 6"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20767,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-07-01 13:08:00,"{""secuencia"":20767,""operacion"":""INSERT"",""ts_operacion"":""2026-07-01 13:08:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
CDC,20812,CDC_SIN_TARJETA,La operación no trae una tarjeta identificable (SIN-TARJETA),SIN-TARJETA,,2026-07-01 12:18:00,"{""secuencia"":20812,""operacion"":""INSERT"",""ts_operacion"":""2026-07-01 12:18:00"",""tarjeta"":""SIN-TARJETA"",""perfil"":""trabajador"",""zona_residencia_origen"":""Zona 8"",""estado"":""ACTIVA""}",cdc_padron_usuarios.csv,2026-09-23 20:31:32.851946
